PLACEID,CHANGETYPE,ATTRIBUTENAME,PRIMARYCATEGORY,CATEGORYSYSTEMTYPE,ID,PREVIOUSCATEGORYSYSTEMTYPE,PREVIOUSID
036r3gx2-a1e4d71a87fcb121af894000f79521e3,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7400-0133,navteq-lcms,550-5520-0000
036r652n-7ad1864d76c2429eb36a3b5f68e0be1b,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gpw-bb2f77c9627630e140e17be865eabc25,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx2-662274ea95ac43f0b90c488d83757472,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3gxc-4103dccaec946c4cafd664c2f5aa4f35,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gqz-d7ff41c17507edf014578b73d3839690,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gpy-297a3b84c11e2633ec99e3ddb9fdb5c6,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,550-5520-0000
036r3grx-7a1d6586170914d7b5ba59336cf7f4dc,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8600-0191,navteq-lcms,550-5520-0000
036r3gwf-c38980c211cf77ec2061ba9cf02419ef,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r6580-862c7a7c1cb5f49d73219ee528b93ee5,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gr7-1c006fa297199b3bef66596e71019997,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3grn-46bbc2f34f3341b984a96a20264a1fe8,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx2-b96668e187ed4732a5822cfadedf623d,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,550-5520-0000
036r3gr5-f53435f0f6eef5b4542aabf13d4da04b,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx1-11000b1d3b6fe748f0be78053fbe2a47,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r6521-5c9b32780fc547ba7ffafc029d19bed7,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3gqf-ab0bf8f28702010c7f2961a871a73dae,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx3-5b70f3398a83f21e4829eaf7a04883d6,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gre-cf0ecb9bd38fc8afc6de574df41e6f14,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r652h-316f325fd83107b251a1b1756d817639,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,550-5520-0000
036r3gx2-a89611e50eb0cf1d9c17e0428494a5f4,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,550-5520-0000
036r650j-52b5c3f6eb56d08bd249d687e3bcc24a,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx2-4e49041982c084c57b7a1e8a879d1475,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7400-0133,navteq-lcms,550-5520-0000
036r3gx2-0c3a6a92720453183a1fc4f2d1a02ba2,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,550-5520-0000
036r3gxf-2309e7c6f69a4c1db0095899e2596f87,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gxd-41062769350e81a9a0120153eed00bae,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8300-0175,navteq-lcms,550-5520-0000
036r3gxf-5779086e26714a82ba593b2cd4c002ad,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r652p-9083c39f9cb111582e86661a5d081258,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx2-3144abc4ffd0dd7a24b4b910dc6a3756,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,550-5520-0000
036r3grf-6ce68ae601d584d79e9b5ea2b87308a3,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7400-0286,navteq-lcms,550-5520-0000
036r3gqs-cd01c9984d484d96b655a80b72674cc9,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gw2-030e2d45f3a4e5e78691cc96d3c8cdda,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3gw9-c954ee1e14941d9f041d58d6b9bc3ad9,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3gqc-a39af36de62655e28f9fc8099f28c126,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3grx-342263867dbd398ea2ed93e130884147,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3gqv-f5bda45729bd4a12a76e686ebec6fe85,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,550-5520-0000
036r3gx2-cc373bade4e0d9cb60cf391e7535f1cc,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5520-0207,navteq-lcms,550-5520-0000
036r3gw9-e31432b7b7c144e7a9bf80fe2ad9d32c,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,550-5520-0000
036r3gx2-05166d93e49dfb6a1546e59a59d33a19,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gqn-b8272d2246852d0e458ddae7a6c04fcf,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx2-95c854320730bd42d734d8376d2738e0,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,550-5520-0000
036r3grh-f4aeb4be8416fc2f3570c35f25e9dd6e,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3gpv-bb3f52aff0c647275eb557b3f18a0670,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3gnn-f390f21b1db5a5e4d9bb59c3b51f16cb,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0204,navteq-lcms,550-5520-0000
036r3gx2-1a46e6f0fd259cf019f2b9d4720d6f43,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,550-5520-0000
036r3gqw-95807205a22938b65da7f20ca65af805,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3grx-9b02c5301ad0cbd6510f02de598e1d85,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3gx2-c0cfe2ef1d7ad3bc01846310605e7be5,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8200-0295,navteq-lcms,550-5520-0000
036r3gx1-c8286c521d2223a0825c44a8a34c5d65,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3grq-cf70d0ed1a16c7c23ae8fd66dd16f7d4,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
0368lxx5-12c1cd0ea590077d840a39ca67f4e957,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3gqz-2fc65ae78e8e7c59eb9680bec33d9294,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8600-0192,navteq-lcms,550-5520-0000
036r6582-d1641ead3514c3b7a6d5c4395cba86ce,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx3-b9cb6cd8b048420ab84a9870363f1f25,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx8-bf48c5b02f0f849ae0c288667f0ddafb,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx0-081dec97949a2fd5615ba1ab35fc2af0,UPDATE,CATEGORY,TRUE,navteq-lcms,200-2000-0017,navteq-lcms,550-5520-0000
036r3grk-41e040a81b3ac7211286e169a4a2d112,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,550-5520-0000
036r3gx1-b549195f32a7c5746e4a9801d2d3516a,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036httek-db4acc04ed2703731f18fb2b45db383e,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8400-0000,navteq-lcms,550-5520-0000
036r3grz-abc9ee16537a4548af3d88d198089b7e,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,550-5520-0000
036r3gpz-b48a21cd48554e9c06e18ca781fa8509,UPDATE,CATEGORY,TRUE,navteq-lcms,600-6900-0098,navteq-lcms,550-5520-0000
0367e3e3-7d7eaffa08778e69f69cf541e1e99bfe,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3grg-da6071a89784c57597b57244a625ab7c,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8600-0192,navteq-lcms,550-5520-0000
036r3gx9-2898ac1ca4c153fe4151b95b0b6d1d66,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gpt-1651bd01e64edd0d2fabd4d82577134c,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gqz-b8c99193e7b232d13fdde1adaacb5615,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
0368lxx5-be7be5b869ca0ff5a60df094355b5381,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7400-0133,navteq-lcms,550-5520-0000
036r3grh-1e1ebefb41e62d145fcd2371d7670873,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx1-43dd2385f99d2b4a6d8586c58fbbbb9a,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gx2-0a1b26527afc7f677d9ebcfee68ea271,UPDATE,CATEGORY,TRUE,navteq-lcms,600-6500-0072,navteq-lcms,550-5520-0000
036r6525-b5867d813a319e55d96f7c50cf0c8f04,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,550-5520-0000
036r3gw9-76f8d78ce1fa4d7faa1a68fb20a1e473,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3grw-b081252add2e7e15d28830fcd4d738d9,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3grq-7394f28c4b5e5e472b0ead19d47a1113,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3grx-61bf7234cec433693ee766c8dc5db9dc,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3grd-854406aafbcf0766fd473f32eda2588e,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8200-0295,navteq-lcms,550-5520-0000
036r3gx1-646d443fcc9107e46f127aed8fa60607,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,550-5520-0000
036r3gr8-71d24a1b3dc1c9dad89607671509785c,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7400-0152,navteq-lcms,550-5520-0000
036d408k-16e9601664e407b25db40611faf7c434,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8400-0000,navteq-lcms,550-5520-0000
036r3gx0-ca2ad77f37e72d15cd9f36bb9e4c2817,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,550-5520-0000
036r3grm-945653d93afe9ba11e211ee11b9a7d34,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gwc-df1fba21d64957935e7f789c1b8864fc,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3grk-5c233fb6a3aaa4e26e486b7923ece206,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3gr7-06ed9cdd370f8350fa09a1bf9853b677,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r6586-b6dc0e2cc76b933cb71dae913c3fe5b9,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8200-0295,navteq-lcms,550-5520-0000
036r3gqc-68f24004eba87fc02b395c7e368becb4,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3gx2-a93c920b5ba6941ddccd823a989335ac,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3gpu-52f2f9431428abd3025a54fe91cab068,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r652z-2abdf1e51dee227f11b8a4a98f4d1e36,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3gxf-1d1b11ee06461f47eba13299904b3c61,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r6525-c250a9dff072483e88897cd9be1c84c6,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036a1e1f-9b6ba21dc15543094579db18ab590a6a,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gxd-b507b619b5119521ee391e646c582093,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3grp-595647e256c8458489de8d4b795c1387,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r6527-6e38497978d09022e125c02b023ed40f,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3gr1-ce89786fa25402178ccec8f51724d21f,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3gre-4cea85d175b748ad953216144d3291a2,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gqc-ae64abb17c0bfd13c95d7d19b8f86745,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,550-5520-0000
036r3gwb-60f59d58e29518abce47fd6ef4ef31e1,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,550-5520-0000
036r3gx2-61068c5d3e9edde74c7914951ad7bd1f,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0202,navteq-lcms,550-5520-0000
036r3gpu-d1a014f22f7f0d244c48a9d3154722de,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0203,navteq-lcms,550-5520-0000
036r3gw9-e01d0688db694689963ecb3eef7bc69d,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7460-0115,navteq-lcms,300-3100-0000
036r3gxb-7a284dfd5fe35f0ab954acfe13b499fb,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx3-eaf55632ca1d4b52898b79c4275713ae,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,300-3100-0000
036r3gx3-32af4178326f8cb6f772fab73f53532a,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gpy-c55286f5689e696b27fee2ad3ed3ed76,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8100-0171,navteq-lcms,300-3100-0000
036r3gx8-35d9bef32c5f1edb7df3323940eece87,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx1-e3d386d8cbacb2e61b6ddeb26c9af70d,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r652z-3e2a3ff0fece6a69f1df0467483ecedc,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gx3-23ddcb65b2024245b5136438ebfe0ae5,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3grr-551e1e49bd9219e0629cdc2398d5f1c3,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grm-3c6ac825e1d14d80afab8a8a746b208f,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grp-dd51adc34883494db417495a1d1c2d33,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx3-c69bb7160f044a13928f6b1b9139a1c5,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gnj-f9bacc8bd626814aefe978be28225833,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3grx-3e1cc3b71f187c3eead000254dc272f0,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gr8-ca3e65f948f236f92d25ad8cd51df057,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gxc-588a3cd6d12c6d80d83a824a6a3ae618,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx2-b394653c0b29289a0bb00f1f14806100,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx4-eafc48a9b5e045fc8232799a8a01a288,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0023,navteq-lcms,300-3100-0000
036r3gx2-4588e745d2c309ab8ee728095d95ca88,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gx4-3a5e08588b4549d7935e9b636fe555e4,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx0-c4d7bfa1ba3b0eaee1105e8dd2947ee8,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
0368lxx5-fc33f2fef6300514247bf0a3a18f1aec,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx0-b3ad814020ac4645993a96bc7f936e86,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036d7ec1-95669fda68424574c0f1ac91038d6ce0,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gxd-a85b32ab136ea83200f9a45d590466d5,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gqr-24434c5bb066c931f358e214f072ba81,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r6525-522a72d2bfa2cf3b0be96fd8f75c1da2,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3100-0029,navteq-lcms,300-3100-0000
036r3gx2-5beec40c459f4bb8a7013921f27bde50,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gx3-53349a413a9868d8a4aadd24e4c1bdb6,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-2888f483f60387019d9305576167eaae,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grs-79ddddda8ce9d64b09fd4f35baa94fc3,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r6582-854194de49c681da1f03ca42775515c4,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx6-856f7e251c3910cb2a995a029c804e01,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gqz-d22facc093c92a89413df084085e5bf2,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3100-0029,navteq-lcms,300-3100-0000
036r3grd-9c4632e262e0a146a993f91fee3310c0,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx1-f20ee4a5f9a77a2311bb52456ebdf4b2,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx1-d5e68fcac15647c7a6d16023ab16713b,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3100-0029,navteq-lcms,300-3100-0000
036r3gx2-099451088aaaed884c7144e9b95032b4,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx1-87292df8414f4e55b272222b8d07798a,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3100-0029,navteq-lcms,300-3100-0000
036r652q-f4175d2f99f5ef5c839af1ae38aa556e,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gx2-57dc908973028f8d17223e46237a7e4b,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036d408k-b71262ca82f70f30b4bdc68d2e4db1e4,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx2-29007d4c64a3393bbe8dc9bd72514789,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3grt-25531b2e86b6ba9f039a9fa9987255ac,UPDATE,CATEGORY,TRUE,navteq-lcms,550-5510-0242,navteq-lcms,300-3100-0000
036r3gx2-1f2d468357d1a5b89329e0038792d6ab,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-2070012fb37ba6cf1c25127bfd047252,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3100-0026,navteq-lcms,300-3100-0000
036r3grh-ba39082263e0a2e75f24deea8a42bae3,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7250-0136,navteq-lcms,300-3100-0000
036962og-a19539507046019bed6a67c98f7c5623,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx0-e0905222b4ecd9938f8080db0669b0e7,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3100-0029,navteq-lcms,300-3100-0000
0368lxx5-1eba8a752c92070ea1f8b467729bf66e,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gre-39f2a0f6750c3e07bb6f87f6a90f4b54,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gx1-1025286428878d8aa38da0a4981dbd8c,UPDATE,CATEGORY,TRUE,navteq-lcms,200-2000-0011,navteq-lcms,300-3100-0000
036r3gx6-82742dcdec2f28d0a79441724c78f344,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7460-0115,navteq-lcms,300-3100-0000
036r3gx1-37c9bebf8ca87e60cf3b76a5418212bd,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-9d83c25dac3fb84783b0c51993bd6fcf,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gry-44af39454cff39b660fac748ae9a37d3,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7460-0115,navteq-lcms,300-3100-0000
036r3gry-ec87693e8aaf4b36621d5912d5589d57,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grs-d3d13e24d7234eae91c25fbf9641a502,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gxf-9a73fe8bf4d53cf6b61328c638e490dc,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7460-0115,navteq-lcms,300-3100-0000
036r3grt-ff7af715162418be72bd13a80ce5674b,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7460-0115,navteq-lcms,300-3100-0000
036r3gx2-05343357712e74ca83ea66443a5a8301,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3100-0029,navteq-lcms,300-3100-0000
036r3grs-9fe90995152bd6bbd5a98e5f2b8f2fef,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grp-99bead0f6dd22d170c805aa5184cde00,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0024,navteq-lcms,300-3100-0000
036r3gx3-0c9b90c41a2fab6f931eca77cfcdace0,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3grp-33a7cf1730ee288b1d428abf92aa8990,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx2-6b07beafc86c70ad8723874af17e649c,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7400-0133,navteq-lcms,300-3100-0000
036r652n-0762b5bcbecff71ea09fc9c107b88cb9,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gw9-40141a194752938f63df754da5d30e5f,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3grs-836a3893ae8569fe3aab734759b8a327,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0025,navteq-lcms,300-3100-0000
036r3gx3-7ddf1fb3c40d996b53d36775690f962c,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gru-14287cfefb951ddba930d5456994334c,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3000-0000,navteq-lcms,300-3100-0000
036r3gx3-447dc45e2c624448b762fb1fd8855bcc,UPDATE,CATEGORY,TRUE,navteq-lcms,300-3100-0029,navteq-lcms,300-3100-0000
036r3grs-2e8931c5d6b8a754c88695b8dc0acc42,UPDATE,CATEGORY,TRUE,navteq-lcms,700-7460-0115,navteq-lcms,300-3100-0000
036r3grb-16d8c64360c8838e5351a8e4faa2b78a,UPDATE,CATEGORY,TRUE,navteq-lcms,900-9200-0299,navteq-lcms,300-3100-0000
